Births(Count) by Mother's Age by Mother's Education Level by County of Residence (Mother),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inter-pregnancy interval=< 6 months 6-11 months 12-17 months 18-23 months 24-35 months 36+ months and Year of Birth=2012 and Births=Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,births,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrus,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,4,0,3,3,0,0,0,6,0,4,5,4,0,0,13,0,4,7,3,0,0,0,14,4,8,19,8,0,0,0,0,39,1,14,24,7,0,0,0,0,0,46,0,4,23,8,3,0,0,0,0,38,0,8,29,13,3,0,0,0,0,53,0,7,16,13,3,3,0,0,0,42,2,8,13,13,5,2,0,0,0,43,1,3,17,16,3,2,0,0,1,43,0,2,19,13,4,3,0,0,0,41,0,2,13,10,5,3,4,0,0,37,0,4,9,16,5,1,3,0,0,38,1,2,4,7,4,6,1,0,0,25,0,1,14,4,5,8,0,2,1,35,0,3,9,3,1,5,1,0,0,22,0,2,5,11,2,2,1,1,0,24,1,1,3,7,2,2,2,1,0,19,0,0,3,3,1,4,1,1,0,13,0,2,2,6,0,2,0,0,0,12,0,0,2,3,1,3,1,1,0,11,0,0,1,2,1,2,0,0,0,6,0,0,3,0,2,1,0,0,0,6,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639
Clay,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,4,2,1,5,1,0,0,9,0,3,5,2,1,0,11,0,5,16,5,2,0,0,28,0,7,14,9,1,0,0,0,31,1,5,19,15,2,0,0,0,0,42,0,6,23,17,2,1,0,0,0,49,0,3,15,24,3,3,0,0,0,48,1,13,16,13,7,9,1,0,0,60,0,7,38,26,11,12,1,0,0,95,0,5,19,21,15,8,0,0,0,68,1,8,19,22,7,15,3,0,1,76,0,8,21,31,12,21,2,0,0,95,2,1,18,17,11,15,6,0,0,70,0,6,18,16,9,26,7,0,1,83,0,1,17,19,10,18,9,2,0,76,1,5,10,18,8,21,14,1,0,78,0,1,12,11,8,7,11,2,0,52,1,4,10,10,6,18,9,0,1,59,0,2,4,9,5,10,4,1,0,35,0,1,6,8,2,10,5,1,0,33,0,0,4,5,5,3,1,0,0,18,0,0,4,6,2,5,4,1,0,22,1,2,2,10,4,3,3,0,0,25,0,1,1,2,2,6,2,0,0,14,0,0,3,3,1,1,0,0,0,8,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195
Collier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,13,3,6,16,0,0,0,25,7,12,19,3,2,1,0,44,7,12,36,8,2,0,0,0,65,7,9,29,16,2,0,0,0,0,63,10,16,36,16,2,0,0,0,0,80,16,18,43,15,10,4,0,0,0,106,14,12,44,9,5,7,1,0,0,92,15,8,36,17,4,5,4,0,0,89,18,10,47,18,10,17,2,0,0,122,27,9,43,18,7,15,4,0,0,123,25,15,42,19,10,20,6,0,0,137,15,15,42,19,11,20,10,0,0,132,23,10,38,11,18,26,5,0,0,131,13,11,32,15,12,18,10,0,0,111,23,7,34,14,7,13,13,1,0,112,9,9,37,16,16,13,14,2,0,116,15,4,30,13,11,12,7,2,0,94,16,5,18,9,5,13,4,4,0,74,12,7,19,8,7,10,6,0,0,69,9,5,7,10,3,9,4,0,0,47,7,6,17,4,3,8,2,1,0,48,4,3,12,4,1,5,1,1,0,31,2,2,4,1,1,5,3,1,0,19,2,4,7,1,2,1,5,0,0,22,1,1,2,2,0,2,2,0,0,10,1,0,1,1,0,0,0,0,0,3,1,0,2,1,1,0,0,0,5,1,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1989
Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,1,5,1,0,0,0,7,0,4,6,3,0,0,0,13,1,8,10,8,0,0,0,0,27,1,9,14,10,1,0,0,0,0,35,1,3,16,6,3,0,0,0,0,29,1,3,14,12,3,1,0,0,0,34,2,12,16,12,0,1,1,0,0,44,1,8,16,18,0,3,0,0,0,46,0,3,13,11,4,2,1,0,0,34,1,8,12,10,3,1,0,0,0,35,1,4,12,11,4,4,0,0,0,36,0,3,9,7,4,5,2,0,0,30,0,2,11,11,1,1,2,0,0,28,0,1,10,5,5,5,2,0,0,28,0,2,1,4,1,3,0,0,0,11,0,1,4,4,2,2,0,0,0,13,0,2,3,0,2,3,1,1,0,12,0,2,3,2,1,2,0,0,0,10,0,0,0,1,0,0,0,0,0,1,1,1,2,4,2,4,0,0,0,14,0,0,1,2,0,1,1,0,0,5,0,0,1,4,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
Miami-Dade,0,0,0,0,0,2,2,2,5,0,7,3,16,12,1,0,32,8,33,26,1,0,0,68,12,59,93,11,1,0,176,11,85,151,32,9,0,0,288,28,87,207,70,14,3,0,0,409,18,99,315,75,33,7,1,0,0,548,30,99,326,106,46,30,1,0,2,640,39,82,346,142,69,38,4,0,0,720,34,89,372,134,79,50,5,0,1,764,41,84,368,161,107,83,14,3,0,861,62,77,377,152,114,108,37,3,2,932,53,78,354,158,115,136,38,5,1,938,51,79,340,174,126,180,63,8,1,1022,50,80,343,146,121,197,72,19,2,1030,53,59,339,136,119,217,89,22,2,1036,53,59,318,139,126,228,103,31,0,1057,51,53,286,122,109,227,113,38,1,1000,48,39,242,105,120,228,94,36,2,914,39,55,246,109,101,201,92,39,3,885,29,37,213,91,83,165,86,29,3,736,40,24,199,80,87,149,71,30,0,680,31,34,141,56,82,114,67,21,0,546,18,23,125,53,54,96,62,17,2,450,12,15,99,44,39,80,37,15,0,341,12,12,72,30,33,44,25,4,1,233,4,10,41,16,23,40,15,3,0,152,3,6,31,10,13,19,10,1,0,93,0,3,13,8,2,7,7,4,0,44,1,0,6,5,1,4,2,0,19,0,1,5,0,1,5,0,1,13,1,0,1,0,0,1,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,1,1,2,1,0,0,0,1,1,1,0,0,1,1,16646
Desoto,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,2,0,1,2,0,0,0,3,0,5,7,0,0,0,0,12,2,6,6,2,1,0,0,0,17,5,3,8,0,0,0,0,0,0,16,1,3,8,0,0,0,0,0,0,12,7,0,8,3,1,0,0,0,0,19,0,6,7,1,0,0,0,0,0,14,2,3,6,2,3,0,0,0,0,16,2,3,4,0,1,1,0,0,0,11,2,4,2,3,2,0,0,0,0,13,3,3,4,6,1,1,0,0,0,18,3,2,6,5,0,1,0,0,0,17,1,3,3,2,1,1,1,0,0,12,6,2,4,3,0,3,1,0,0,19,4,2,0,0,0,1,0,0,0,7,3,3,3,0,1,0,0,0,0,10,3,0,3,1,0,0,0,0,0,7,2,1,1,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,3,1,1,0,0,0,5,0,0,6,1,0,0,0,0,7,0,3,3,2,1,0,0,0,0,9,0,2,4,2,0,1,0,0,0,9,2,0,5,2,0,0,0,0,0,9,0,0,6,1,0,0,0,0,0,7,0,4,2,1,1,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,0,0,4,1,1,0,0,0,0,6,0,2,4,4,1,2,0,0,0,13,0,1,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Duval,0,0,0,0,0,1,1,0,2,0,2,0,10,2,0,0,12,7,20,13,2,0,0,42,4,38,64,13,1,0,120,11,66,116,20,3,0,0,216,15,78,105,63,7,1,0,0,269,15,70,144,92,12,4,0,0,4,341,20,69,141,105,14,11,0,0,3,363,16,71,173,112,26,24,0,0,0,422,13,64,162,134,37,34,7,0,3,454,13,52,165,133,54,48,5,1,2,473,11,48,139,128,49,76,7,1,3,462,13,48,148,131,59,66,24,5,2,496,18,35,123,112,49,94,27,3,2,463,13,39,119,118,42,80,24,9,3,447,13,36,98,73,32,112,43,11,1,419,6,15,90,70,40,98,42,10,2,373,14,17,92,71,36,95,47,11,2,385,7,15,48,61,25,93,41,6,1,297,7,10,46,44,33,65,32,15,1,253,5,10,53,39,23,55,26,13,0,224,6,6,30,30,14,48,17,7,2,160,4,5,28,28,15,22,17,5,3,127,3,4,22,22,16,31,23,8,1,130,0,4,16,11,5,26,6,5,0,73,1,3,11,8,5,21,6,4,1,60,3,2,5,6,2,12,1,0,0,31,0,1,4,2,0,1,2,1,1,12,0,0,2,3,2,5,5,1,0,18,0,0,1,2,0,0,1,0,4,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7156
Escambia,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,5,0,13,7,2,0,0,22,2,16,19,3,1,0,41,1,18,47,7,0,0,0,73,2,23,64,11,2,1,0,0,103,3,25,83,17,2,0,0,0,0,130,3,22,71,17,4,3,0,0,0,120,2,28,69,25,7,8,0,0,0,139,0,24,72,16,7,14,2,0,0,135,2,19,69,19,17,14,4,1,1,146,1,8,73,20,25,16,7,2,0,152,0,18,69,18,24,13,4,1,0,147,2,17,44,16,15,25,5,0,0,124,1,7,42,17,25,21,5,0,0,118,0,8,44,10,26,20,8,3,0,119,1,7,32,10,19,17,9,2,0,97,1,5,30,13,17,21,10,1,0,98,2,6,29,6,8,16,8,2,0,77,0,3,22,9,11,21,9,3,1,79,0,3,13,8,2,16,3,2,0,47,2,3,7,2,9,8,10,0,0,41,0,3,7,2,3,16,6,1,0,38,0,2,9,2,3,10,4,2,0,32,1,0,7,2,3,3,2,1,0,19,0,0,9,1,3,1,1,2,0,17,0,0,2,0,1,3,1,0,0,7,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132
Flagler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,4,0,2,2,3,0,0,7,0,4,8,0,0,0,0,12,0,1,6,5,1,0,0,0,13,0,3,7,5,3,1,0,0,0,19,0,3,1,7,1,1,0,0,1,14,0,0,6,9,3,2,0,0,0,20,2,3,6,10,3,5,0,0,0,29,1,3,7,9,3,2,0,0,1,26,0,1,5,5,7,3,1,0,0,22,0,0,10,10,6,1,0,0,1,28,0,0,7,10,4,7,1,0,0,29,0,2,5,6,4,5,0,0,0,22,1,1,5,14,4,4,3,0,0,32,1,3,1,7,3,7,2,1,0,25,0,2,2,9,5,7,4,0,0,29,0,0,6,9,6,6,0,0,0,27,0,1,2,3,6,5,2,0,0,19,1,0,5,5,2,2,2,0,0,17,0,1,2,1,4,0,2,1,0,11,0,0,3,0,2,0,1,0,0,6,0,0,1,4,2,0,0,0,0,7,0,0,2,1,0,2,1,1,0,7,1,0,0,0,0,3,0,0,0,4,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,1,5,1,1,5,0,0,0,0,0,0,7,1,1,1,2,0,1,0,0,0,6,0,0,1,2,0,0,0,0,1,4,0,0,3,0,2,0,0,0,0,5,1,0,2,3,1,0,0,0,0,7,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,1,2,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,3,0,0,2,0,1,1,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
Gadsden,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,3,0,0,0,4,0,2,3,2,0,0,7,0,4,2,3,0,0,0,9,1,3,11,4,0,0,0,2,21,0,2,5,4,0,0,0,0,1,12,2,1,10,6,0,0,0,0,0,19,1,6,7,8,0,0,0,0,0,22,0,5,8,4,0,1,0,0,2,20,2,5,6,2,2,1,0,0,1,19,3,4,5,3,4,4,0,0,1,24,3,2,5,6,3,2,0,0,1,22,0,4,5,5,1,1,0,0,0,16,3,3,7,2,1,1,1,0,0,18,2,2,4,2,1,1,1,0,0,13,2,0,3,4,1,2,1,0,0,13,3,2,3,0,0,2,2,0,1,13,1,0,5,1,2,1,2,2,0,14,1,1,4,2,1,0,1,0,0,10,1,1,1,2,1,1,0,0,1,8,0,1,1,0,0,2,0,0,0,4,2,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
Gilchrist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,7,0,0,0,0,0,9,0,2,4,0,1,0,0,0,0,7,0,4,3,2,0,0,0,0,0,9,0,2,3,2,1,0,0,0,0,8,0,2,5,3,0,0,0,0,0,10,0,1,4,2,0,0,0,0,0,7,0,0,3,3,0,1,0,0,0,7,1,0,2,5,0,1,0,0,0,9,2,1,1,3,2,0,1,0,0,10,0,1,3,3,2,0,0,0,0,9,0,1,0,2,1,1,0,0,0,5,1,1,2,2,3,0,0,1,0,10,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,3,1,0,0,7,1,0,4,1,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Glades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,3,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Gulf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,0,1,3,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,5,0,0,3,4,0,2,0,0,0,9,0,0,1,2,0,2,0,0,0,5,0,1,1,4,0,0,0,0,0,6,0,0,3,3,0,2,0,0,0,8,0,0,1,1,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
Hamilton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,3,0,3,3,1,0,0,0,7,0,1,3,1,0,0,0,0,5,0,1,3,2,0,0,0,0,0,6,1,1,1,1,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,5,1,3,5,1,0,0,0,0,0,10,2,1,4,2,0,0,0,0,0,9,0,1,2,0,1,0,0,0,0,4,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Hardee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,0,5,3,5,1,0,0,0,9,2,7,2,1,0,0,0,12,0,4,5,3,1,0,0,0,13,2,10,4,1,0,0,0,0,0,17,3,3,8,0,0,1,0,0,0,15,3,3,13,1,1,0,0,0,0,21,1,1,9,2,1,0,0,0,0,14,1,3,13,6,1,1,0,0,0,25,7,6,8,3,1,1,0,0,0,26,1,6,4,0,1,0,0,0,0,12,0,2,5,2,1,1,1,0,0,12,5,4,3,2,0,1,0,0,0,15,3,1,4,2,1,2,2,1,0,16,2,1,3,2,1,0,0,0,0,9,3,2,3,1,0,0,0,0,0,9,2,0,1,2,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,2,2,0,2,0,1,0,0,0,0,5,4,3,3,1,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
Hendry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5,1,0,0,8,0,6,4,0,0,0,10,1,4,4,2,0,0,0,11,1,2,11,2,0,0,0,0,16,1,6,7,1,2,0,0,0,0,17,0,7,14,1,0,2,0,0,0,24,0,9,6,4,2,1,0,0,2,24,1,8,7,3,1,2,0,0,0,22,3,5,7,2,2,2,0,0,0,21,4,3,9,0,1,0,0,0,0,17,4,3,5,2,1,1,0,0,0,16,4,1,8,1,0,2,0,0,0,16,3,6,7,2,3,1,0,0,0,22,3,3,6,0,2,2,0,0,1,17,4,2,6,2,0,0,0,0,0,14,4,1,7,2,0,1,0,0,0,15,0,1,2,3,0,1,1,0,0,8,3,6,5,0,2,0,0,0,1,17,1,0,4,1,0,0,0,0,0,6,0,2,4,0,0,0,1,0,0,7,1,0,1,0,1,0,1,0,0,4,4,1,2,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
Hernando,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,7,2,2,0,0,11,0,6,8,2,0,0,0,16,2,10,18,9,3,0,0,0,42,0,6,18,11,2,1,0,0,0,38,1,11,14,15,4,1,0,0,0,46,0,8,18,12,5,1,0,0,1,45,1,2,15,10,4,2,0,0,1,35,0,4,19,13,9,3,0,0,0,48,0,4,16,12,4,5,1,0,0,42,0,4,18,12,9,6,2,0,1,52,0,5,19,14,8,6,2,0,0,54,1,4,12,9,10,8,1,1,0,46,2,6,10,8,8,8,3,0,0,45,0,1,13,13,2,10,1,0,0,40,0,3,10,12,6,3,1,3,1,39,2,1,11,9,9,4,2,0,0,38,0,1,6,5,7,5,1,1,0,26,0,1,7,6,3,4,0,0,0,21,0,1,6,6,7,2,2,0,0,24,0,0,5,1,3,1,0,0,0,10,0,1,1,4,1,1,2,0,1,11,0,1,2,1,4,1,0,0,0,9,0,0,1,4,1,1,0,0,0,7,0,1,2,1,1,0,0,0,0,5,0,0,2,1,1,2,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764
